Fortune500,28/09/2020,29/09/2020,30/09/2020,01/10/2020,02/10/2020,05/10/2020,06/10/2020,07/10/2020,08/10/2020,09/10/2020,12/10/2020,13/10/2020,14/10/2020,15/10/2020,16/10/2020,19/10/2020,20/10/2020,21/10/2020,22/10/2020,23/10/2020,26/10/2020,27/10/2020,28/10/2020,29/10/2020,30/10/2020,02/11/2020,03/11/2020,04/11/2020,05/11/2020,06/11/2020,09/11/2020,10/11/2020,11/11/2020,12/11/2020,13/11/2020,16/11/2020,17/11/2020,18/11/2020,19/11/2020,20/11/2020,23/11/2020,24/11/2020,25/11/2020,27/11/2020,30/11/2020,01/12/2020,02/12/2020,03/12/2020,04/12/2020,07/12/2020,08/12/2020,09/12/2020,10/12/2020,11/12/2020,14/12/2020,15/12/2020,16/12/2020,17/12/2020,18/12/2020,21/12/2020,22/12/2020,23/12/2020,24/12/2020,28/12/2020,29/12/2020,30/12/2020,31/12/2020,04/01/2021,05/01/2021,06/01/2021,07/01/2021,08/01/2021,11/01/2021,12/01/2021,13/01/2021,14/01/2021,15/01/2021,19/01/2021,20/01/2021,21/01/2021,22/01/2021,25/01/2021,26/01/2021,27/01/2021,28/01/2021,29/01/2021,01/02/2021,02/02/2021,03/02/2021,04/02/2021,05/02/2021,08/02/2021,09/02/2021,10/02/2021,11/02/2021,12/02/2021,16/02/2021,17/02/2021,18/02/2021,19/02/2021,22/02/2021
PSA,-0.557204206,-0.575416663,-0.425579578,-0.132527802,0.225922586,0.35589266,0.035521655,0.180390984,0.344302595,0.509040188,0.597617676,0.623281014,0.466820368,0.536358164,0.425429119,0.275592118,0.435363293,0.426256438,0.600102222,0.650598989,0.692817557,0.55870972,0.269797044,0.248274143,0.100092949,0.409699955,0.630730726,0.612518269,0.23171766,0.287182182,-0.478560892,0.511523398,0.658878526,0.326917457,0.512352053,0.482549532,0.552914646,0.173769928,0.076912904,-0.349419473,-0.722769201,-0.47938821,-0.377564684,-0.64826624,-0.281536315,-0.207859336,-0.276569813,-0.150740259,-0.278225703,-0.263325195,-0.495116121,-0.680550634,-0.933867051,-0.645781694,-0.171261239,-0.052631355,0.01420268,0.565580651,0.262321936,0.243943815,0.53467036,0.101086016,0.255639644,0.279866306,0.167920051,0.262321936,0.429406397,-0.467001404,-0.703426084,-1,-0.696742538,-0.264829373,-0.379281811,-0.296574585,-0.083542899,-0.38095299,-0.11695929,-0.431913834,-0.067669625,-0.319131321,-0.25062736,0.002506768,0.171261155,0.188805608,0.143692136,0.152881781,0.576441475,0.376775627,0.460317858,0.422724105,0.296574501,0.561403289,0.883876299,0.694236355,0.608187941,0.50710134,0.347535345,0.691730171,0.769423861,0.744360941,1
PHM,0.133356157,0.024890948,0.25067659,0.509666154,0.525161184,0.56721944,0.323724906,0.436617838,0.843917895,0.846130868,0.956810605,0.711102432,0.69117968,0.828422865,0.573860135,0.279452789,0.403413917,0.018250252,-0.557282161,-0.258448203,-0.608194973,-0.847261785,-0.712234238,-0.829553782,-0.973436774,-0.665747371,-0.444389229,0.257317286,0.190909443,-0.231884755,-1,-0.572777191,-0.517437767,-0.763145939,-0.49308818,-0.506370237,-0.475380177,-0.316001488,-0.338136992,-0.329283546,0.007182056,-0.260661842,-0.121205906,-0.17654533,-0.338136992,-0.552855327,-0.798563722,-0.439962617,-0.685670123,-0.340350853,-0.690097624,-0.681242401,-0.663534398,-0.621477031,-0.672388733,-0.574666569,-0.556898378,-0.050517813,0.020552952,-0.057180496,0.089403416,-0.159344819,0.042763302,-0.119367388,-0.190438154,-0.203764408,-0.419198561,-0.621306682,-0.874496853,-0.923358602,-0.559118902,-0.772332531,-0.650178605,-0.521362884,-0.543572345,-0.574666569,-0.512478788,-0.221532599,0.373687144,0.566911836,0.862300184,0.882289121,0.582458614,0.498061594,-0.097157927,-0.334801541,-0.052738559,0.213777866,0.300395632,0.464746625,0.693507032,0.944475791,0.931150647,0.966686141,1,0.771240703,0.369244985,0.258196567,0.102729448,0.307058093,0.096066099
PVH,-0.857425822,-0.984158495,-0.946534733,-0.908910931,-0.848316911,-0.782178218,-0.867326812,-0.756435604,-0.630891089,-0.689505109,-0.710891287,-0.831683168,-0.844752554,-0.779405941,-0.846732713,-0.851089188,-0.86930697,-0.876039723,-0.735049426,-0.736633624,-0.841980277,-0.893069267,-0.991287248,-0.887920871,-1,-0.941386178,-0.805544554,-0.889504911,-0.835643644,-0.967920911,-0.502970495,-0.460990059,-0.62970305,-0.719603881,-0.532673465,-0.317623921,-0.182178178,-0.192871406,-0.188514931,-0.268514812,-0.096633782,0.112475089,0.046732673,0.013069386,-0.160396158,-0.068910812,-0.00990099,0.182178139,0.316435564,0.345346574,0.322376198,0.400792198,0.439603881,0.427326772,0.398415723,0.474851406,0.428514851,0.50930697,0.464158455,0.439603881,0.322376198,0.437227762,0.407128673,0.450297149,0.392079248,0.474455287,0.409900911,0.513267287,0.518019881,0.761584,0.869702931,0.809108911,0.833267366,1,0.843564158,0.700594139,0.662970218,0.545742535,0.621386218,0.627326574,0.564356436,0.487524634,0.316039446,0.062178218,0.205148515,0.068118851,-0.043168475,0.081980198,0.16079196,0.359207921,0.461386178,0.463366218,0.405940594,0.487920792,0.561584158,0.49940598,0.556039644,0.392475089,0.299009703,0.413465426,0.552079287
QRVO,-0.886360111,-0.80972638,-0.867365449,-0.668249648,-0.816276142,-0.661372065,-0.799574161,-0.682986737,-0.657769609,-0.577206615,-0.580809039,-0.665629638,-0.666284755,-0.639757393,-0.679056951,-0.686261863,-0.649910103,-0.662682299,-0.671196954,-0.64827254,-0.68920917,-0.793024398,-1,-0.844440544,-0.921401605,-0.902406976,-0.885377174,-0.712460914,-0.288357524,-0.269362862,-0.196987162,-0.47699381,-0.237268675,-0.289012641,-0.25757308,-0.167512494,-0.231046242,-0.364336139,-0.282790175,-0.26543311,-0.206156935,-0.122646111,-0.237596005,-0.176354937,0.038807729,0.140330768,0.132798559,0.119043917,0.322744621,0.374815883,0.473718945,0.159980547,0.092844375,-0.093499263,-0.032258196,0.097756574,0.114786344,0.134436122,0.234648927,0.183887408,0.254298215,0.314557295,0.380383232,0.358441231,0.271000655,0.388897855,0.352873915,0.297854822,0.45046671,0.540527297,0.755690454,0.78287195,0.892909645,0.878500344,0.80481441,0.931554053,0.713770886,0.988210218,1,0.937448698,0.824136401,0.832651023,0.636810316,0.33224169,0.468478926,0.50384824,0.910594531,0.780579761,0.669886949,0.399377861,0.381365646,0.499917996,0.437367185,0.415097396,0.627312756,0.671524513,0.705256263,0.626003013,0.512035566,0.782544621,0.549697069
QCOM,-0.880050832,-0.923632557,-0.911637503,-0.838068949,-1,-0.798085813,-0.837269048,-0.697728222,-0.725316556,-0.624159066,-0.551389849,-0.520603078,-0.423843474,-0.475821664,-0.457829566,-0.482219462,-0.487017098,-0.477021394,-0.483818379,-0.463826932,-0.570981788,-0.582576691,-0.755703497,-0.561385553,-0.6845338,-0.660143904,-0.600969221,-0.460228384,0.197093583,0.181100192,0.085140488,-0.01481667,0.288255048,0.137118677,0.151112759,0.343431675,0.330237213,0.262665743,0.281857571,0.221882666,0.133520772,0.217884007,0.143915663,0.13392024,0.267463379,0.43099395,0.405696335,0.402885761,0.712485422,0.728548041,0.759869404,0.648236752,0.637394567,0.17680928,0.257521885,0.340644391,0.396059342,0.387626415,0.302897965,0.278001666,0.259529788,0.284426729,0.357910997,0.315748052,0.345864786,0.404491706,0.500463657,0.346266141,0.504077545,0.454284906,0.635386664,0.673133051,0.651850639,0.585192108,0.704454413,0.842188597,0.69120297,0.959442999,0.992772265,0.998795371,0.905232638,0.984740654,0.910453073,0.553870745,0.629363558,0.658677018,0.871502057,1,0.900414161,0.32498369,0.239451965,0.30129202,0.25029419,0.225799207,0.228208465,0.325385045,0.292457738,0.195682473,0.161951892,0.203312126,-0.016740607
PWR,-0.98875266,-1,-0.987240515,-0.934701621,-0.811610525,-0.684015672,-0.696024643,-0.574434576,-0.52639914,-0.509136422,-0.35076885,-0.423573044,-0.38979782,-0.297479443,-0.302733189,-0.309488414,-0.223174297,-0.333506132,-0.367281055,-0.280967238,-0.365780102,-0.393550539,-0.385294287,-0.251695473,-0.268958191,0.032765098,0.098063778,-0.191651066,-0.11434364,-0.067058492,-0.039288281,0.042522904,0.114576283,0.079300107,0.219654146,0.250426864,0.103317525,0.117578263,0.1656143,0.065039369,0.217402455,0.346497735,0.275945834,0.293959367,0.174620165,0.296210533,0.191883484,0.251927891,0.354003774,0.412547154,0.429059734,0.53188523,0.525130531,0.454578104,0.187380476,0.242170611,0.179124224,0.210647155,0.170867971,0.192634223,0.233914359,0.360007659,0.369014726,0.352502221,0.345747522,0.385527231,0.455387361,0.172189014,0.271346074,0.664218589,0.783657474,0.752858991,0.702528896,0.773892232,0.661964569,0.873049291,0.766380483,0.923378861,1,0.890326357,0.87905896,0.733327905,0.667222823,0.429095791,0.495200873,0.338953235,0.519989688,0.740839728,0.613137679,0.702528896,0.750604971,0.797930307,0.842250207,0.770887397,0.83023147,0.894833872,0.875302786,0.816710053,0.745346642,0.848259876,0.897838707
DGX,-0.892261564,-0.913260474,-0.836566881,-1,-0.89317432,-0.702324891,-0.627086196,-0.605065586,-0.620663172,-0.584878783,-0.584878783,-0.541754468,-0.497711774,-0.449999809,-0.260985016,-0.20317928,0.025289819,-0.01966987,0.302388617,0.374874298,0.117044571,0.376710409,0.176684942,-0.00682456,-0.082980896,0.164756536,0.3170693,0.249171269,0.45928903,0.354689062,-0.249974342,-0.214189953,0.019784529,-0.154549582,-0.139868899,-0.013247491,0.082177914,-0.071053227,-0.021505151,0.162003522,0.235407581,0.27119197,0.117962211,0.161086619,0.085847832,0.241830605,0.122549216,-0.02058751,0.022536805,-0.013247491,0.095940219,0.103280883,0.222562272,-0.09032156,0.010609136,0.133559889,-0.189416238,-0.213272313,-0.246304333,-0.202262285,-0.169230264,-0.20317928,-0.258232002,-0.416967696,-0.426143089,-0.432566112,-0.355492689,-0.176570283,-0.119682925,0.244582973,0.082177914,-0.00682456,0.053733544,0.291377943,0.220726898,0.176684942,0.123466857,0.322553576,0.448826213,0.247896379,0.18153417,0.228540853,0.322553576,0.242366479,0.113328845,0.613809164,1,0.783402254,0.406428286,-0.046124851,-0.064558496,-0.078384121,-0.064558496,0.097660196,0.236835841,0.325318572,-0.037829218,-0.059028596,-0.059028596,-0.300512504,-0.578865085
RL,-0.857906033,-0.98060566,-0.955669779,-0.910152185,-0.878092141,-0.804076584,-0.903819472,-0.804868352,-0.70393809,-0.721353606,-0.731248718,-0.786265501,-0.757767539,-0.647733933,-0.685731124,-0.702750716,-0.736394058,-0.677023386,-0.593904484,-0.582822038,-0.606174344,-0.698396867,-0.705125464,-0.85236477,-1,-0.977043261,-0.910152185,-0.926380327,-0.878092141,-0.945378784,-0.410647129,-0.426083503,-0.629526967,-0.706313115,-0.57411426,-0.505640283,-0.317237271,-0.410647129,-0.456164723,-0.549970187,-0.347318491,-0.122105623,-0.161686071,-0.163664935,-0.251929453,-0.138333448,-0.126459512,0.179893394,0.162081994,0.133584032,0.199287734,0.344943783,0.464476578,0.365129574,0.268553518,0.33306953,0.292301708,0.351276496,0.359984234,0.364734007,0.266178454,0.38966957,0.348505865,0.448248752,0.373837352,0.468038976,0.460122728,0.364734007,0.470413724,0.68573144,0.794181789,0.687314698,0.731248718,0.886404312,0.824263009,0.76607971,0.710667044,0.59905018,0.572926926,0.624381627,0.647338366,0.687710305,0.591925699,0.344152016,0.452206757,0.353651521,0.410251562,0.447852869,0.517514536,0.622006919,0.64852574,0.716208267,0.722145413,0.793390338,0.844053233,0.735602607,0.777953686,0.763705002,0.747080977,0.844844723,1
RJF,-0.983856487,-1,-0.96546654,-0.968379108,-0.892239173,-0.824003782,-0.868523159,-0.802368472,-0.737046025,-0.736213786,-0.662569818,-0.758681294,-0.751608279,-0.689198107,-0.675883942,-0.724563766,-0.713746278,-0.72248373,-0.645511221,-0.618050776,-0.672139469,-0.737461957,-0.863530222,-0.849383858,-0.812353762,-0.728308573,-0.665066162,-0.785309875,-0.679212483,-0.767834678,-0.431652668,-0.422499284,-0.465770196,-0.548151282,-0.445799031,-0.343030473,-0.271882849,-0.286445103,-0.2814525,-0.310161117,-0.228195671,-0.083404706,-0.102959939,-0.135413029,-0.20864073,-0.123763009,-0.052615677,-0.067177973,-0.005599999,-0.060520932,-0.126259352,-0.141654138,-0.137909372,-0.150807522,-0.187421394,-0.102959939,-0.108368515,-0.049703444,-0.087565111,-0.083820638,-0.09255809,-0.079659898,-0.126675618,-0.049287178,-0.082156534,-0.072170618,-0.01225704,-0.064478301,-0.049020682,0.184512628,0.257204832,0.268484498,0.323212296,0.33240328,0.263471132,0.297728279,0.30775497,0.346189776,0.330314596,0.29355062,0.270155621,0.192032489,0.128531604,-0.00682582,0.16863749,0.182006091,0.286030758,0.387131035,0.415539443,0.514551036,0.578052298,0.61189155,0.637793086,0.715498364,0.74683112,0.775239486,0.915192715,0.890962008,0.8625536,0.947360886,1
RTX,-0.422427954,-0.536178957,-0.541469585,-0.548523816,-0.382747351,-0.367757355,-0.461226578,-0.351884936,-0.254006353,-0.332485491,-0.277814537,-0.366875376,-0.329840354,-0.281341652,-0.170236142,-0.195808283,-0.215207373,-0.293686867,-0.077648542,-0.097929611,-0.253124374,-0.630530425,-1,-0.929456716,-0.825405791,-0.699309841,-0.585558927,-0.604958372,-0.476217285,-0.451526767,0.115463222,0.37118215,0.191297224,0.068282248,0.260132596,0.483069984,0.501722012,0.558566471,0.700677751,0.580771373,0.83657157,0.98934147,0.94049042,0.949372914,0.754857711,0.711336282,0.774398113,0.894304492,0.949372914,0.87209959,1,0.916509393,0.866770592,0.858776472,0.673143851,0.694460379,0.652715075,0.658932359,0.617187056,0.572777253,0.535473196,0.666038105,0.626068927,0.658043985,0.632286211,0.722882653,0.736205682,0.462641119,0.550572351,0.626957301,0.582547498,0.589653244,0.584324246,0.737093434,0.646497703,0.685578507,0.531031949,0.545243441,0.499056802,0.434218934,0.387144632,0.271678878,0.353392738,0.202399675,0.439547844,0.311648056,0.33207621,0.614522556,0.653603449,0.840124443,0.809037759,0.823248541,0.87209959,0.821472415,0.809037759,0.83390716,0.83390716,0.873875716,0.857888098,0.980459598,0.868546717
O,0.017979697,-0.141529736,-0.174113961,0.255683224,0.699526592,0.528169257,0.432659659,0.376476351,0.668627099,0.511315092,0.550642809,0.084325889,-0.103885896,-0.269623844,-0.235915229,-0.735940764,-0.637622043,-0.474691791,-0.359515482,-0.174113961,-0.432554096,-0.74156015,-1,-0.800551154,-0.920701202,-0.418667684,-0.528663407,-0.740194105,-0.88121457,-0.884034535,0.134133464,1,0.653088765,0.182080845,0.543093898,0.943592727,0.478223594,0.018496671,-0.004067322,-0.207135845,-0.066116521,0.201823733,0.500788443,0.145415318,-0.26113913,-0.147893486,-0.031815895,0.055950213,0.104079333,-0.040309454,-0.139398786,-0.057296572,-0.27246435,-0.12241281,-0.077114495,0.242806795,0.12956001,0.038963095,-0.3885408,-0.31776295,0.010651613,-0.12241281,0.055950213,0.248469547,0.021977119,0.109742086,0.429473933,-0.227041928,-0.141780235,-0.286724228,-0.499878602,-0.261145692,-0.352092962,-0.809663827,-0.818190196,-0.803979391,-0.570930916,-0.715875765,-0.477142855,-0.445879882,-0.232725223,-0.079254005,0.003164899,-0.084938441,0.082743297,-0.389437802,-0.075601518,-0.029952562,0.009989989,0.149790486,0.215410574,0.135525472,0.375182489,0.592014457,0.714696025,0.580601933,0.363769965,0.380887467,0.14123045,0.189733036,0.477891498
REG,-0.55896131,-0.636216622,-0.611768525,-0.476816775,-0.398583659,-0.407385092,-0.423031755,-0.473883261,-0.375114159,-0.459214403,-0.442589836,-0.590254339,-0.646973764,-0.560917019,-0.658708316,-0.711515828,-0.662620031,-0.697824874,-0.596122258,-0.585365116,-0.657730808,-0.787792542,-0.871893182,-0.86211434,-0.849401191,-0.789748648,-0.669465359,-0.819085967,-0.791704357,-1,0.164693236,0.241948548,0.17545028,-0.036756385,0.142201542,0.462956548,0.390591252,0.278131196,0.340717551,0.291821754,0.409171528,0.441442758,0.324093083,0.255639106,0.12753308,0.222390071,0.318225559,0.399392289,0.469802272,0.372010976,0.33778364,0.334850126,0.326049089,0.274219778,0.254661301,0.412643468,0.359157277,0.374014723,0.219499147,0.151156005,0.151156005,0.143231942,0.167994021,0.203651416,0.158089289,0.185822719,0.185822719,0.055078938,0.058050288,0.186813004,0.128374496,0.175918085,0.030316858,0.102622131,0.263080309,0.331423847,0.332414231,0.31953785,0.441367184,0.310623403,0.318547466,0.394814771,0.417595785,0.338357229,0.392833706,0.343309546,0.31953785,0.312604468,0.384909642,0.540415503,0.534472901,0.519615455,0.577063678,0.638473537,0.746436204,0.882132302,0.843503557,0.940570811,0.968304637,0.899961,1
REGN,0.510719149,0.533649978,0.34599792,0.459430571,0.414111343,0.960651789,0.642605614,0.77896908,0.890095314,0.919810403,0.912754514,1,0.902849751,0.690637882,0.888195517,0.662958396,0.574627185,0.517232596,0.562415176,0.617774989,0.698236214,0.654545981,0.444504695,0.291858827,0.125916078,0.194030315,0.310855083,0.717232483,0.739891684,0.593623441,0.451424777,0.338398761,0.453867003,0.305292355,0.436228101,0.339348652,0.052510728,-0.206784345,-0.265535447,-0.210854739,-0.144776106,-0.382360636,-0.352374311,-0.274491132,-0.247624903,-0.274219504,-0.395522115,-0.480868239,-0.567570875,-0.527408159,-0.503934468,-0.619266902,-0.750338876,-0.739620042,-0.459972593,-0.57652614,-0.64735385,-0.516553518,-0.480189555,-0.509362216,-0.599999832,-0.571098826,-0.615332329,-0.696336431,-0.679239958,-0.759565782,-0.694301234,-0.697693364,-0.68968757,-0.870963237,-0.720216744,-0.482360572,-0.425508439,-0.3871097,-0.303663373,-0.222116842,-0.2218452,-0.005291296,0.108412983,0.016282179,0.047490443,0.188874208,0.133242781,-0.254002529,-0.380054218,-0.41302563,-0.35549522,-0.46539992,-0.584803155,-0.480868239,-0.478968442,-0.534328241,-0.591587416,-0.584260306,-0.593486792,-0.660244109,-0.726865604,-0.713704111,-0.776797656,-0.867164064,-1
RF,-0.970651249,-1,-0.96645863,-0.96645863,-0.878412376,-0.748439304,-0.786173292,-0.719090552,-0.649911292,-0.702319867,-0.668778286,-0.765209989,-0.815522255,-0.754728231,-0.769402607,-0.796655049,-0.670874807,-0.702319867,-0.490589468,-0.494782298,-0.58492465,-0.679260255,-0.714897934,-0.616369922,-0.595406408,-0.498974917,-0.442373723,-0.631044298,-0.515745602,-0.647814983,-0.192909336,-0.190813027,-0.266281214,-0.360616396,-0.259992287,-0.111152221,-0.109055912,-0.153079039,-0.14259707,-0.21596916,-0.157271657,-0.0105279,-0.081803258,-0.109055912,-0.182427578,-0.056647336,0.006242785,0.009418151,0.039050743,-0.003281833,-0.007515091,-0.024448121,-0.028681378,-0.094296871,-0.176845393,-0.128162931,-0.081597098,-0.090063613,-0.153562477,-0.094296871,-0.117579787,-0.009631719,-0.007515091,-0.005398462,-0.049847666,-0.011748348,0.028467811,-0.007515091,0.055983773,0.267646652,0.354428432,0.335378773,0.400994054,0.481426159,0.460259871,0.563974682,0.475076273,0.51529222,0.458143242,0.381944818,0.371361462,0.367127993,0.373478091,0.246480364,0.3438455,0.216847561,0.282463053,0.37559472,0.498359189,0.633823432,0.623240288,0.752354855,0.754471061,0.739654871,0.710022068,0.75658769,0.896285189,0.853952825,0.777754189,0.928035045,1
RSG,-0.076600927,-0.144388823,-0.1626738,-0.210592889,-0.166456169,-0.139975404,-0.272383409,-0.216898569,-0.143757773,-0.189155578,-0.017654308,-0.128625129,-0.150063453,-0.153846836,-0.134930809,-0.320302625,-0.297604103,-0.374527394,-0.361917047,-0.223203235,-0.476671252,-0.658260571,-1,-0.912988659,-0.81588927,-0.60277459,-0.282471585,-0.09709977,0.109710243,0.307692278,0.727616971,0.938209479,1,0.794452086,0.809583716,0.896595057,0.83480441,0.673392202,0.664565238,0.532156219,0.395964704,0.395964704,0.353090083,0.302647811,0.262295487,0.316519242,0.139974391,0.013871052,0.129886341,0.026481398,0.005044088,-0.04035283,-0.145018859,0.042875128,0.032787078,0.19672057,0.095838684,0.283732797,0.269861239,0.075661573,0.148802368,0.04665851,0.124841874,0.224463434,0.123581675,0.134930936,0.263496659,-0.086101373,-0.07343504,0.210296237,0.323028854,0.348362533,0.193830055,0.130497124,0.027898029,-0.065835342,-0.05190197,0.057030671,0.058297583,-0.031635052,0.022831395,-0.010102109,-0.110168267,-0.483832053,-0.29636721,-0.468632783,-0.411632638,-0.297633109,-0.344499858,-0.276100166,-0.416699399,-0.309033543,-0.339433097,-0.468632783,-0.371099562,-0.374899411,-0.486366003,-0.524365129,-0.316633242,-0.459766299,-0.661164513
RMD,-0.836878826,-0.812954393,-0.857541001,-0.927139098,-1,-0.880015845,-0.99456312,-0.884003171,-0.811504258,-0.687532775,-0.640045897,-0.631708746,-0.626271284,-0.561385035,-0.518249072,-0.568272051,-0.567547529,-0.578422417,-0.444663102,-0.437050473,-0.527673861,-0.371076587,-0.522960921,-0.564647803,-0.114070349,0.062100952,0.267270997,0.519564876,0.642449303,0.692473919,0.924468121,0.630693331,0.765778964,0.655386129,0.726197318,0.755247727,0.704772309,0.592927664,0.617983543,0.591111684,0.538457715,0.428064334,0.40990766,0.540999345,0.539546991,0.612536693,0.527199736,0.459656919,0.54281478,0.525384847,0.630693331,0.618346659,0.507953823,0.355437711,0.422617994,0.505048568,0.572591385,0.689520927,0.860919835,0.68007951,0.614715207,0.553345436,0.641950182,0.605999986,0.599826359,0.543904019,0.647033988,0.633234961,0.721476591,0.670638093,0.745080151,0.87871343,0.928099573,0.803908256,0.789382488,0.673179687,0.612899227,0.732007283,0.843126823,0.810807497,0.754522113,0.978211911,1,0.701503937,0.769409834,0.247950714,0.287894895,0.433148104,0.307504469,0.338370313,0.269738221,0.247223973,0.185854201,0.21969141,0.22442156,0.225149393,-0.009529685,0.195313955,0.200771938,0.248071183,0.205865714
RHI,-0.729278491,-0.770315551,-0.747653378,-0.772153083,-0.64781715,-0.584730757,-0.617192874,-0.494694473,-0.453657413,-0.429157955,-0.390570773,-0.441407591,-0.494694473,-0.511844112,-0.519806462,-0.595142985,-0.541856351,-0.601880334,-0.540631288,-0.825440027,-0.87015178,-0.906288837,-1,-0.961413065,-0.88546401,-0.82911472,-0.769090489,-0.856677081,-0.7917526,-0.821152308,-0.18599856,-0.068400409,-0.133324148,-0.223972964,-0.119849511,0.063285405,0.023473469,0.013673958,-0.173136393,-0.254597734,0.016123589,0.105398895,0.062916389,0.043214506,-0.038672942,-0.001731299,-0.00111549,-0.007272348,0.071536176,-0.017123815,0.010582478,-0.012198081,-0.041751371,-0.037441756,-0.106398874,-0.090391043,-0.135952163,-0.151344679,-0.108246117,-0.17104681,-0.170431,-0.156269918,-0.159964218,-0.130411114,-0.156885727,-0.166736947,-0.143340516,-0.225227469,-0.167968133,-0.042366747,0.016123589,-0.026974726,-0.106398874,-0.025127731,-0.072535908,0.0333631,-0.062684749,-0.037441756,0.115866172,0.20144693,0.215607765,0.231000281,0.17250945,0.04136751,-0.000499618,0.165736721,0.239619511,0.165736721,0.338130907,0.34244077,0.370146631,0.448955154,0.454496697,0.504983118,0.5080613,0.552391295,0.612729554,0.719859748,0.743871556,0.838688405,1
ROK,-0.980973698,-0.930775442,-0.953041339,-1,-0.841714427,-0.445389826,-0.462798149,-0.315846235,-0.125578514,0.002346485,0.000322224,-0.043399335,-0.009798594,0.130676009,0.194638509,0.009633418,-0.131245629,-0.299652592,-0.198042013,-0.045422984,-0.294795058,-0.297223845,-0.413408862,-0.339325586,-0.287508779,0.04728211,0.370332404,-0.062020499,0.246051485,0.211236024,0.425793904,0.195448091,-0.08226144,-0.370092442,-0.135440662,-0.076879175,-0.072811904,0.097178728,0.285876503,0.18380099,0.352571306,0.55712931,0.541675445,0.521341623,0.506294735,0.156553555,0.145573325,0.086605433,0.197221239,0.08213184,0.263916002,0.332237485,0.148826643,0.146792987,-0.004896785,0.16712685,0.106531666,0.165907147,0.196814263,0.254155475,0.184207353,0.200067582,0.224468674,0.21348779,0.144353009,0.24358218,0.313123325,0.136626097,0.161027189,0.628297094,0.668152051,0.760467609,0.792188066,0.90931108,0.785275066,0.798694703,0.507921986,0.727526878,0.848309574,1,0.929644902,0.721426604,0.054477429,-0.083792135,0.328984166,0.220401403,0.185833379,0.382665696,0.092705094,-0.074845519,-0.008964056,0.168753489,0.138659712,0.066677975,0.152486284,0.290949696,0.313006142,0.24683799,0.087135189,0.252147388,0.077332265
ROL,-0.614577984,-0.644510894,-0.702508146,-0.773602017,-0.650123367,-0.42374683,-0.363878753,-0.156209331,-0.173047599,-0.088858238,0.088876298,0.148745221,0.158100473,0.285319643,0.3414472,0.238547337,0.337704704,0.236676513,0.281579123,0.421895193,0.290933245,0.251645084,0.638917608,0.234806817,-0.017762957,0.038363472,0.275965803,0.633305135,1,0.975677306,-0.152477559,-0.176879826,0.307419639,0.147863705,0.202300183,0.221071918,0.046498878,-0.02107852,0.177897916,-0.024832021,-0.126196848,-0.22943899,-0.340188979,-0.135583139,-0.107426242,-0.039848844,-0.486605122,-0.488483566,-0.41339832,-0.327050316,-0.235070651,-0.599233555,-0.6780723,-0.515701664,-0.01169223,0.120645607,0.196669368,0.481053881,0.590865354,0.357164101,0.661257454,0.376873223,0.436002847,0.086856767,-0.107426242,-0.070821571,0.160064979,-0.073636556,0.103751187,0.283954759,0.469790276,0.647179147,0.678153002,0.847094099,0.382504884,-0.290445928,-0.355206084,-0.462202855,-0.208791069,-0.366469689,-0.417151538,-0.38054715,-0.411521006,-1,-0.709983826,-0.698721349,-0.642407556,-0.422783482,-0.532594955,-0.372100504,-0.267920693,-0.358023044,-0.140747799,-0.137925479,-0.216934094,-0.233865197,-0.445496928,-0.513219647,-0.524505826,-0.736137557,-0.942125494
ROP,-0.090101904,-0.068904784,-0.243226018,-0.288688324,-0.226211469,-0.058841315,-0.095148167,0.047282628,0.010139435,0.309522742,0.518141058,0.571203869,0.667552799,0.758038757,0.854109438,0.603040532,0.546348152,0.506969851,0.676210705,0.706372952,0.407269572,-0.243163712,-1,-0.907559727,-0.892758083,-0.624653292,-0.557347824,-0.406539889,-0.483340471,-0.415755076,-0.365765393,-0.064985892,-0.054652731,-0.353477917,-0.19317319,0.127434586,0.065435648,0.141398155,0.172398477,0.05454434,0.067390802,0.425142638,0.423466544,0.43268257,0.66168896,0.577905755,0.410620082,0.164857706,0.408944827,0.43771004,0.442178524,0.453349731,0.326558627,0.478763596,0.546907139,0.63264382,0.489934804,0.606950895,0.639067484,0.532663615,0.268469186,0.451114651,0.469546703,0.554167144,0.455024986,0.517023924,0.775911822,0.453627952,0.443294791,0.561149796,0.777680116,0.792222303,1,0.761181013,0.290255187,0.129737956,0.247469189,0.326050005,0.496355057,0.52124408,0.460001253,0.456924686,0.406588547,0.481813709,0.560953511,-0.275750529,-0.319096381,-0.1334102,-0.030220316,0.027386958,0.060944961,0.122746776,0.026827971,-0.025745848,-0.077200827,-0.188780659,-0.530509604,-0.437666527,-0.201924107,-0.387609421,-0.527153138
